wojewodztwo,powiat_miasto,teryt,stan_rekordu_na,liczba_na_10_tys_mieszkancow,liczba_osob_objetych_kwarantanna,liczba_ozdrowiencow,liczba_pozostalych_testow,liczba_przypadkow,liczba_testow_z_wynikiem_negatywnym,liczba_testow_z_wynikiem_pozytywnym,liczba_wykonanych_testow,liczba_zlecen_poz,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych
podlaskie,moniecki,t2008,2021-03-16 00:00:00,1.49,145,9,0,6,28,7,35,19,0,0,0
warmińsko-mazurskie,mrągowski,t2810,2021-03-16 00:00:00,4.23,354,29,1,21,53,21,75,75,0,0,0
małopolskie,myślenicki,t1209,2021-03-16 00:00:00,3.36,889,20,6,43,115,44,165,178,4,0,4
zachodniopomorskie,myśliborski,t3210,2021-03-16 00:00:00,1.22,595,27,1,8,65,8,74,111,0,0,0
śląskie,Mysłowice,t2470,2021-03-16 00:00:00,4.83,512,26,0,36,90,39,129,124,1,0,1
śląskie,myszkowski,t2409,2021-03-16 00:00:00,4.95,283,5,0,35,48,38,86,90,0,0,0
kujawsko-pomorskie,nakielski,t0410,2021-03-16 00:00:00,7.31,475,13,6,63,118,63,187,137,1,0,1
opolskie,namysłowski,t1606,2021-03-16 00:00:00,1.64,193,12,1,7,29,8,38,19,0,0,0
warmińsko-mazurskie,nidzicki,t2811,2021-03-16 00:00:00,8.55,384,19,2,28,42,29,73,87,3,0,3
podkarpackie,niżański,t1812,2021-03-16 00:00:00,2.71,487,12,0,18,78,23,101,95,0,0,0
mazowieckie,nowodworski,t1414,2021-03-16 00:00:00,1.38,998,35,1,11,64,11,76,146,0,0,0
pomorskie,nowodworski,t2210,2021-03-16 00:00:00,4.51,463,13,2,16,39,17,58,50,2,1,1
warmińsko-mazurskie,nowomiejski,t2812,2021-03-16 00:00:00,7.77,515,17,2,34,54,35,91,85,1,0,1
małopolskie,nowosądecki,t1210,2021-03-16 00:00:00,2.17,541,16,2,47,165,49,216,139,0,0,0
lubuskie,nowosolski,t0804,2021-03-16 00:00:00,1.74,582,23,1,15,110,16,127,158,2,2,0
małopolskie,nowotarski,t1211,2021-03-16 00:00:00,0.78,233,7,0,15,224,15,239,53,3,1,2
wielkopolskie,nowotomyski,t3015,2021-03-16 00:00:00,4.76,958,15,2,36,79,38,119,177,0,0,0
małopolskie,Nowy Sącz,t1262,2021-03-16 00:00:00,3.22,291,17,0,27,70,32,102,57,1,0,1
opolskie,nyski,t1607,2021-03-16 00:00:00,1.99,804,22,2,27,161,29,192,159,1,0,1
wielkopolskie,obornicki,t3016,2021-03-16 00:00:00,1,506,18,1,6,45,7,53,60,0,0,0
dolnośląskie,oławski,t0215,2021-03-16 00:00:00,0.78,670,36,2,6,60,9,71,132,0,0,0
warmińsko-mazurskie,olecki,t2813,2021-03-16 00:00:00,1.17,148,5,0,4,37,5,42,17,1,1,0
opolskie,oleski,t1608,2021-03-16 00:00:00,0.78,164,2,0,5,83,7,90,33,0,0,0
dolnośląskie,oleśnicki,t0214,2021-03-16 00:00:00,2.98,870,41,4,32,113,58,175,113,0,0,0
małopolskie,olkuski,t1212,2021-03-16 00:00:00,2.16,662,15,1,24,87,33,121,153,1,0,1
warmińsko-mazurskie,Olsztyn,t2862,2021-03-16 00:00:00,11.35,2742,182,4,195,311,209,524,528,9,0,9
warmińsko-mazurskie,olsztyński,t2814,2021-03-16 00:00:00,11.63,2189,83,1,148,220,152,373,353,0,0,0
świętokrzyskie,opatowski,t2606,2021-03-16 00:00:00,1.16,251,5,1,6,48,8,57,48,0,0,0
łódzkie,opoczyński,t1007,2021-03-16 00:00:00,3.03,341,24,6,23,85,27,118,42,2,1,1
opolskie,Opole,t1661,2021-03-16 00:00:00,1.95,1076,43,1,25,151,30,182,167,1,0,1
lubelskie,opolski,t0612,2021-03-16 00:00:00,2.71,247,12,1,16,34,17,52,45,0,0,0
opolskie,opolski,t1609,2021-03-16 00:00:00,1.78,570,21,1,22,137,25,163,125,0,0,0
warmińsko-mazurskie,ostródzki,t2815,2021-03-16 00:00:00,10.68,1138,46,2,111,152,114,268,215,3,0,3
mazowieckie,ostrołęcki,t1415,2021-03-16 00:00:00,4.4,855,12,14,39,63,43,120,149,2,0,2
mazowieckie,Ostrołęka,t1461,2021-03-16 00:00:00,4.05,433,7,5,21,46,28,79,103,0,0,0
świętokrzyskie,ostrowiecki,t2607,2021-03-16 00:00:00,2.03,508,32,3,22,104,24,131,108,0,0,0
mazowieckie,ostrowski,t1416,2021-03-16 00:00:00,2.5,476,14,0,18,55,21,76,64,0,0,0
wielkopolskie,ostrowski,t3017,2021-03-16 00:00:00,1.55,931,36,3,25,96,27,126,211,0,0,0
wielkopolskie,ostrzeszowski,t3018,2021-03-16 00:00:00,0.54,255,13,1,3,59,3,63,42,0,0,0
małopolskie,oświęcimski,t1213,2021-03-16 00:00:00,5.09,1357,40,1,78,123,81,205,199,2,0,2
mazowieckie,otwocki,t1417,2021-03-16 00:00:00,4.26,1515,49,3,53,143,58,204,247,0,0,0
łódzkie,pabianicki,t1008,2021-03-16 00:00:00,4.28,1077,51,1,51,192,55,248,240,1,0,1
łódzkie,pajęczański,t1009,2021-03-16 00:00:00,1.17,160,5,0,6,53,7,60,30,0,0,0
lubelskie,parczewski,t0613,2021-03-16 00:00:00,1.73,146,3,0,6,40,6,46,36,0,0,0
mazowieckie,piaseczyński,t1418,2021-03-16 00:00:00,4.17,3436,217,14,79,226,92,332,477,0,0,0
śląskie,Piekary Śląskie,t2471,2021-03-16 00:00:00,4.37,582,6,2,24,64,28,94,111,1,0,1
wielkopolskie,pilski,t3019,2021-03-16 00:00:00,1.84,577,22,1,25,142,27,170,167,0,0,0
świętokrzyskie,pińczowski,t2608,2021-03-16 00:00:00,5.43,361,7,1,21,41,22,64,61,1,0,1
łódzkie,Piotrków Trybunalski,t1062,2021-03-16 00:00:00,4.95,552,16,2,36,80,38,120,120,0,0,0
łódzkie,piotrkowski,t1010,2021-03-16 00:00:00,4.93,839,21,1,45,104,46,151,134,0,0,0
warmińsko-mazurskie,piski,t2816,2021-03-16 00:00:00,6.43,446,15,1,36,60,40,101,77,2,1,1
wielkopolskie,pleszewski,t3020,2021-03-16 00:00:00,1.27,444,18,0,8,47,9,56,72,0,0,0
mazowieckie,Płock,t1462,2021-03-16 00:00:00,1.09,744,27,3,13,129,14,146,158,4,1,3
mazowieckie,płocki,t1419,2021-03-16 00:00:00,0.9,698,13,0,10,90,12,102,156,2,0,2
mazowieckie,płoński,t1420,2021-03-16 00:00:00,4.6,1100,16,2,40,122,45,169,134,0,0,0
łódzkie,poddębicki,t1011,2021-03-16 00:00:00,1.95,198,7,0,8,76,8,84,37,0,0,0
zachodniopomorskie,policki,t3211,2021-03-16 00:00:00,4.43,717,18,5,36,92,52,149,131,0,0,0
dolnośląskie,polkowicki,t0216,2021-03-16 00:00:00,2.85,348,15,0,18,62,20,82,83,1,1,0
wielkopolskie,Poznań,t3064,2021-03-16 00:00:00,4.93,4976,276,12,263,705,281,998,1324,6,1,5
wielkopolskie,poznański,t3021,2021-03-16 00:00:00,3.59,5449,232,33,145,448,153,634,1171,3,0,3
małopolskie,proszowicki,t1214,2021-03-16 00:00:00,1.62,378,18,1,7,32,12,45,37,1,0,1
opolskie,prudnicki,t1610,2021-03-16 00:00:00,0.54,138,13,0,3,42,6,48,31,0,0,0
mazowieckie,pruszkowski,t1421,2021-03-16 00:00:00,5.77,2344,137,7,96,238,113,358,305,1,0,1
mazowieckie,przasnyski,t1422,2021-03-16 00:00:00,1.15,551,38,0,6,45,6,51,81,0,0,0
podkarpackie,przemyski,t1813,2021-03-16 00:00:00,2.03,523,22,1,15,116,16,133,73,0,0,0
podkarpackie,Przemyśl,t1862,2021-03-16 00:00:00,2.65,437,19,0,16,70,17,87,82,0,0,0
podkarpackie,przeworski,t1814,2021-03-16 00:00:00,4.99,717,21,2,39,84,71,157,119,0,0,0
mazowieckie,przysuski,t1423,2021-03-16 00:00:00,0.73,239,4,2,3,38,5,45,31,0,0,0
śląskie,pszczyński,t2410,2021-03-16 00:00:00,1.52,700,41,1,17,98,19,118,185,1,0,1
pomorskie,pucki,t2211,2021-03-16 00:00:00,1.72,1008,37,0,15,74,16,90,137,0,0,0
lubelskie,puławski,t0614,2021-03-16 00:00:00,2.04,718,21,1,23,135,25,161,137,2,0,2
mazowieckie,pułtuski,t1424,2021-03-16 00:00:00,2.12,700,31,1,11,54,13,68,79,1,0,1
zachodniopomorskie,pyrzycki,t3212,2021-03-16 00:00:00,1.02,250,11,2,4,69,7,78,59,0,0,0
śląskie,raciborski,t2411,2021-03-16 00:00:00,0.83,641,13,2,9,113,9,124,116,1,0,1
mazowieckie,Radom,t1463,2021-03-16 00:00:00,1.8,1180,32,22,38,231,45,298,279,0,0,0
mazowieckie,radomski,t1425,2021-03-16 00:00:00,1.9,1023,29,6,29,113,35,154,176,0,0,0
łódzkie,radomszczański,t1012,2021-03-16 00:00:00,3.3,757,14,5,37,120,44,169,135,1,0,1
kujawsko-pomorskie,radziejowski,t0411,2021-03-16 00:00:00,2.24,180,6,0,9,52,11,63,47,1,0,1
lubelskie,radzyński,t0615,2021-03-16 00:00:00,2.9,440,12,0,17,63,19,82,47,0,0,0
wielkopolskie,rawicki,t3022,2021-03-16 00:00:00,2.99,441,9,0,18,36,19,55,97,0,0,0
łódzkie,rawski,t1013,2021-03-16 00:00:00,6.39,544,4,0,31,64,32,96,58,2,0,2
podkarpackie,ropczycko-sędziszowski,t1815,2021-03-16 00:00:00,1.21,322,25,4,9,75,11,90,25,0,0,0
śląskie,Ruda Śląska,t2472,2021-03-16 00:00:00,2.34,1189,27,3,32,137,36,176,312,0,0,0
śląskie,rybnicki,t2412,2021-03-16 00:00:00,0.64,571,17,1,5,65,5,71,125,2,0,2
śląskie,Rybnik,t2473,2021-03-16 00:00:00,0.94,625,25,1,13,125,14,140,175,0,0,0
lubelskie,rycki,t0616,2021-03-16 00:00:00,2.51,270,16,0,14,96,17,113,61,0,0,0
kujawsko-pomorskie,rypiński,t0412,2021-03-16 00:00:00,0.46,353,17,0,2,39,5,44,56,1,0,1
podkarpackie,Rzeszów,t1863,2021-03-16 00:00:00,6.55,2662,144,6,129,339,173,518,471,5,0,5
podkarpackie,rzeszowski,t1816,2021-03-16 00:00:00,5.94,2280,87,4,101,277,132,413,314,0,0,0
świętokrzyskie,sandomierski,t2609,2021-03-16 00:00:00,1.56,602,9,0,12,94,29,123,115,0,0,0
podkarpackie,sanocki,t1817,2021-03-16 00:00:00,4.46,1003,40,1,42,131,48,180,156,8,2,6
podlaskie,sejneński,t2009,2021-03-16 00:00:00,2.52,98,1,0,5,10,6,16,18,0,0,0
kujawsko-pomorskie,sępoleński,t0413,2021-03-16 00:00:00,1.47,223,2,1,6,44,9,54,35,0,0,0
mazowieckie,Siedlce,t1464,2021-03-16 00:00:00,2.81,384,11,2,22,68,31,101,76,0,0,0
mazowieckie,siedlecki,t1426,2021-03-16 00:00:00,2.21,353,5,1,18,45,22,68,77,0,0,0
śląskie,Siemianowice Śląskie,t2474,2021-03-16 00:00:00,2.25,525,9,0,15,67,15,82,143,1,1,0
podlaskie,siemiatycki,t2010,2021-03-16 00:00:00,2.51,170,6,0,11,38,12,50,34,0,0,0
łódzkie,sieradzki,t1014,2021-03-16 00:00:00,2.64,586,30,0,31,172,33,205,79,1,0,1
mazowieckie,sierpecki,t1427,2021-03-16 00:00:00,3.48,444,6,2,18,60,18,80,130,3,0,3
świętokrzyskie,skarżyski,t2610,2021-03-16 00:00:00,2.99,385,8,3,22,96,24,123,87,0,0,0
łódzkie,Skierniewice,t1063,2021-03-16 00:00:00,5.63,397,7,1,27,69,27,97,83,0,0,0
łódzkie,skierniewicki,t1015,2021-03-16 00:00:00,3.41,256,5,0,13,45,14,59,32,0,0,0
zachodniopomorskie,sławieński,t3213,2021-03-16 00:00:00,1.25,320,11,0,7,55,7,62,66,0,0,0
lubuskie,słubicki,t0805,2021-03-16 00:00:00,3.62,371,25,0,17,45,18,63,52,1,1,0
wielkopolskie,słupecki,t3023,2021-03-16 00:00:00,3.9,297,18,1,23,36,23,60,56,0,0,0
pomorskie,Słupsk,t2263,2021-03-16 00:00:00,5.31,632,19,1,48,128,60,189,84,2,0,2
pomorskie,słupski,t2212,2021-03-16 00:00:00,2.43,698,25,2,24,105,26,133,94,2,0,2
mazowieckie,sochaczewski,t1428,2021-03-16 00:00:00,6.59,1287,26,1,56,135,60,196,191,1,0,1
mazowieckie,sokołowski,t1429,2021-03-16 00:00:00,0.37,197,3,0,2,40,3,43,35,0,0,0
podlaskie,sokólski,t2011,2021-03-16 00:00:00,2.87,372,9,2,19,46,25,73,61,0,0,0
pomorskie,Sopot,t2264,2021-03-16 00:00:00,2.53,283,8,2,9,33,10,45,36,1,0,1
śląskie,Sosnowiec,t2475,2021-03-16 00:00:00,6.08,1680,83,12,121,238,128,378,393,3,0,3
dolnośląskie,średzki,t0218,2021-03-16 00:00:00,1.63,492,17,0,9,51,9,60,120,1,0,1
wielkopolskie,średzki,t3025,2021-03-16 00:00:00,2.2,765,13,0,13,29,14,43,126,0,0,0
wielkopolskie,śremski,t3026,2021-03-16 00:00:00,1.79,313,5,1,11,71,12,84,70,0,0,0
podkarpackie,stalowowolski,t1818,2021-03-16 00:00:00,3.97,602,38,2,42,95,47,144,107,0,0,0
świętokrzyskie,starachowicki,t2611,2021-03-16 00:00:00,2.36,305,13,4,21,75,26,105,94,1,0,1
zachodniopomorskie,stargardzki,t3214,2021-03-16 00:00:00,1.5,649,19,1,18,115,19,135,153,1,0,1
pomorskie,starogardzki,t2213,2021-03-16 00:00:00,3.51,1257,32,2,45,77,46,125,127,1,1,0
świętokrzyskie,staszowski,t2612,2021-03-16 00:00:00,1.4,225,9,0,10,83,11,94,49,0,0,0
opolskie,strzelecki,t1611,2021-03-16 00:00:00,2.43,273,15,0,18,103,18,121,70,0,0,0
lubuskie,strzelecko-drezdenecki,t0806,2021-03-16 00:00:00,1.43,468,12,2,7,30,9,41,130,0,0,0
dolnośląskie,strzeliński,t0217,2021-03-16 00:00:00,8.74,868,15,1,38,42,40,83,169,0,0,0
podkarpackie,strzyżowski,t1819,2021-03-16 00:00:00,3.1,396,15,2,19,95,23,120,93,0,0,0
lubuskie,sulęciński,t0807,2021-03-16 00:00:00,1.71,247,11,0,6,41,6,47,49,0,0,0
małopolskie,suski,t1215,2021-03-16 00:00:00,2.73,386,33,0,23,104,23,127,72,1,0,1
podlaskie,Suwałki,t2063,2021-03-16 00:00:00,0.57,278,17,0,4,60,5,65,52,0,0,0
podlaskie,suwalski,t2012,2021-03-16 00:00:00,1.69,128,4,0,6,20,6,26,23,0,0,0
dolnośląskie,świdnicki,t0219,2021-03-16 00:00:00,4.28,1408,67,2,67,192,87,281,224,0,0,0
lubelskie,świdnicki,t0617,2021-03-16 00:00:00,3.35,462,22,7,24,97,25,129,116,2,2,0
zachodniopomorskie,świdwiński,t3216,2021-03-16 00:00:00,4.3,177,5,2,20,45,23,70,44,0,0,0
lubuskie,świebodziński,t0808,2021-03-16 00:00:00,1.44,563,21,1,8,51,9,61,112,0,0,0
kujawsko-pomorskie,świecki,t0414,2021-03-16 00:00:00,2.53,736,32,6,25,167,29,202,144,2,0,2
śląskie,Świętochłowice,t2476,2021-03-16 00:00:00,3.24,314,9,0,16,42,21,63,93,0,0,0
zachodniopomorskie,Świnoujście,t3263,2021-03-16 00:00:00,2.45,251,13,0,10,44,10,54,42,0,0,0
wielkopolskie,szamotulski,t3024,2021-03-16 00:00:00,3.92,689,6,0,36,84,37,121,196,0,0,0
zachodniopomorskie,Szczecin,t3262,2021-03-16 00:00:00,4.04,2489,101,11,162,497,181,689,568,3,0,3
zachodniopomorskie,szczecinecki,t3215,2021-03-16 00:00:00,4.91,633,30,3,38,86,40,129,153,1,0,1
warmińsko-mazurskie,szczycieński,t2817,2021-03-16 00:00:00,7.65,913,54,2,53,72,57,131,159,0,0,0
pomorskie,sztumski,t2216,2021-03-16 00:00:00,1.7,339,11,2,7,28,7,37,44,0,0,0
mazowieckie,szydłowiecki,t1430,2021-03-16 00:00:00,0.51,134,10,2,2,24,3,29,46,0,0,0
podkarpackie,Tarnobrzeg,t1864,2021-03-16 00:00:00,1.72,580,16,1,8,78,54,133,103,0,0,0
podkarpackie,tarnobrzeski,t1820,2021-03-16 00:00:00,1.13,515,10,0,6,75,43,118,80,0,0,0
śląskie,tarnogórski,t2413,2021-03-16 00:00:00,5.47,837,35,2,77,128,80,210,204,1,0,1
małopolskie,Tarnów,t1263,2021-03-16 00:00:00,3.97,852,53,0,43,83,46,129,132,2,0,2
małopolskie,tarnowski,t1216,2021-03-16 00:00:00,2.23,1168,52,1,45,126,47,174,220,3,1,2
małopolskie,tatrzański,t1217,2021-03-16 00:00:00,1.47,229,11,0,10,61,10,71,46,0,0,0
pomorskie,tczewski,t2214,2021-03-16 00:00:00,2.42,1320,28,0,28,58,30,88,202,2,1,1
lubelskie,tomaszowski,t0618,2021-03-16 00:00:00,2.31,291,16,4,19,82,22,108,77,0,0,0
łódzkie,tomaszowski,t1016,2021-03-16 00:00:00,1.64,677,22,8,19,162,23,193,181,0,0,0
kujawsko-pomorskie,Toruń,t0463,2021-03-16 00:00:00,5.67,1597,70,15,114,389,121,525,401,3,0,3
kujawsko-pomorskie,toruński,t0415,2021-03-16 00:00:00,4.41,1156,43,6,48,162,51,219,198,1,0,1
dolnośląskie,trzebnicki,t0220,2021-03-16 00:00:00,2.58,707,28,2,22,72,29,103,133,0,0,0
kujawsko-pomorskie,tucholski,t0416,2021-03-16 00:00:00,3.52,678,35,0,17,65,17,82,71,1,1,0
wielkopolskie,turecki,t3027,2021-03-16 00:00:00,2.51,477,37,3,21,59,22,84,121,0,0,0
śląskie,Tychy,t2477,2021-03-16 00:00:00,4.08,1226,89,4,52,138,54,196,260,0,0,0
kujawsko-pomorskie,wąbrzeski,t0417,2021-03-16 00:00:00,9.97,305,16,0,34,47,34,81,77,0,0,0
małopolskie,wadowicki,t1218,2021-03-16 00:00:00,2.38,1707,55,3,38,116,43,162,325,3,1,2
wielkopolskie,wągrowiecki,t3028,2021-03-16 00:00:00,1.42,675,25,0,10,50,10,60,136,0,0,0
dolnośląskie,Wałbrzych,t0265,2021-03-16 00:00:00,4.97,955,33,0,55,218,91,309,148,1,1,0
dolnośląskie,wałbrzyski,t0221,2021-03-16 00:00:00,7.76,671,40,0,43,93,65,158,136,0,0,0
zachodniopomorskie,wałecki,t3217,2021-03-16 00:00:00,0.94,200,7,0,5,57,6,63,39,0,0,0
mazowieckie,Warszawa,t1465,2021-03-16 00:00:00,6.28,20455,1252,91,1126,2697,1372,4160,3244,11,0,11
mazowieckie,warszawski zachodni,t1432,2021-03-16 00:00:00,10.29,2355,77,6,123,212,133,351,382,0,0,0
warmińsko-mazurskie,węgorzewski,t2819,2021-03-16 00:00:00,0.44,162,8,0,1,21,1,22,23,0,0,0
mazowieckie,węgrowski,t1433,2021-03-16 00:00:00,1.68,278,8,5,11,31,14,50,54,0,0,0
pomorskie,wejherowski,t2215,2021-03-16 00:00:00,2.83,2518,82,5,62,212,69,286,468,4,1,3
małopolskie,wielicki,t1219,2021-03-16 00:00:00,4.85,1843,35,6,63,101,66,173,236,1,0,1
łódzkie,wieluński,t1017,2021-03-16 00:00:00,2.37,183,6,2,18,92,19,113,63,0,0,0
łódzkie,wieruszowski,t1018,2021-03-16 00:00:00,0.71,173,9,0,3,31,3,34,41,0,0,0
kujawsko-pomorskie,Włocławek,t0464,2021-03-16 00:00:00,3.11,429,27,0,34,102,35,137,126,7,0,7
kujawsko-pomorskie,włocławski,t0418,2021-03-16 00:00:00,1.63,445,18,0,14,65,14,79,89,2,0,2
lubelskie,włodawski,t0619,2021-03-16 00:00:00,3.93,266,13,2,15,47,16,65,44,0,0,0
świętokrzyskie,włoszczowski,t2613,2021-03-16 00:00:00,2.67,159,5,5,12,50,12,67,34,0,0,0
śląskie,wodzisławski,t2415,2021-03-16 00:00:00,1.91,798,30,4,30,147,34,185,233,3,0,3
mazowieckie,wołomiński,t1434,2021-03-16 00:00:00,5.21,3854,193,16,131,317,158,491,591,1,1,0
dolnośląskie,wołowski,t0222,2021-03-16 00:00:00,2.35,185,1,1,11,43,14,58,32,1,0,1
wielkopolskie,wolsztyński,t3029,2021-03-16 00:00:00,2.09,467,4,0,12,30,12,42,75,0,0,0
dolnośląskie,Wrocław,t0264,2021-03-16 00:00:00,3.98,5015,251,27,256,794,326,1147,1184,2,2,0
dolnośląskie,wrocławski,t0223,2021-03-16 00:00:00,4.87,1760,83,1,75,163,97,261,390,0,0,0
wielkopolskie,wrzesiński,t3030,2021-03-16 00:00:00,1.54,518,15,0,12,36,13,49,131,0,0,0
lubuskie,wschowski,t0812,2021-03-16 00:00:00,2.84,297,4,1,11,36,11,48,60,0,0,0
podlaskie,wysokomazowiecki,t2013,2021-03-16 00:00:00,0.71,210,4,2,4,66,4,72,54,0,0,0
mazowieckie,wyszkowski,t1435,2021-03-16 00:00:00,2.42,1076,47,0,18,51,19,70,163,1,0,1
dolnośląskie,ząbkowicki,t0224,2021-03-16 00:00:00,0.78,424,18,1,5,43,6,50,85,0,0,0
śląskie,Zabrze,t2478,2021-03-16 00:00:00,4.72,908,47,1,81,141,82,224,291,0,0,0
lubuskie,żagański,t0810,2021-03-16 00:00:00,2.16,261,16,3,17,115,17,135,87,1,1,0
podlaskie,zambrowski,t2014,2021-03-16 00:00:00,1.84,392,9,0,8,29,9,38,65,0,0,0
lubelskie,zamojski,t0620,2021-03-16 00:00:00,2.17,564,18,1,23,87,25,113,96,1,0,1
lubelskie,Zamość,t0664,2021-03-16 00:00:00,2.06,316,26,2,13,63,16,81,94,0,0,0
lubuskie,żarski,t0811,2021-03-16 00:00:00,2.19,371,11,3,21,131,25,159,60,0,0,0
śląskie,zawierciański,t2416,2021-03-16 00:00:00,4.27,914,24,2,50,151,53,206,215,3,1,2
łódzkie,zduńskowolski,t1019,2021-03-16 00:00:00,5.74,321,9,2,38,98,43,143,67,2,0,2
łódzkie,zgierski,t1020,2021-03-16 00:00:00,6.74,1338,33,1,112,321,116,438,265,0,0,0
dolnośląskie,zgorzelecki,t0225,2021-03-16 00:00:00,2.93,431,11,0,26,60,28,88,88,0,0,0
lubuskie,Zielona Góra,t0862,2021-03-16 00:00:00,5.95,1579,133,5,84,191,90,286,316,1,0,1
lubuskie,zielonogórski,t0809,2021-03-16 00:00:00,2.78,876,52,3,21,100,25,128,144,2,0,2
dolnośląskie,złotoryjski,t0226,2021-03-16 00:00:00,0.92,112,10,2,4,40,4,46,21,1,1,0
wielkopolskie,złotowski,t3031,2021-03-16 00:00:00,1.01,490,9,0,7,48,8,56,60,0,0,0
kujawsko-pomorskie,żniński,t0419,2021-03-16 00:00:00,3.43,580,22,0,24,104,26,130,96,1,0,1
śląskie,Żory,t2479,2021-03-16 00:00:00,1.91,406,18,2,12,61,15,78,119,1,0,1
mazowieckie,żuromiński,t1437,2021-03-16 00:00:00,1.57,245,7,0,6,28,9,37,43,1,0,1
mazowieckie,zwoleński,t1436,2021-03-16 00:00:00,1.11,172,8,0,4,29,4,33,30,0,0,0
mazowieckie,żyrardowski,t1438,2021-03-16 00:00:00,3.44,983,48,2,26,114,40,156,164,1,1,0
śląskie,żywiecki,t2417,2021-03-16 00:00:00,2.76,2787,148,2,42,113,51,166,435,4,0,4
kujawsko-pomorskie,aleksandrowski,t0401,2021-03-15 00:00:00,2.55,404,21,0,14,25,14,39,0,0,0,0
podlaskie,augustowski,t2001,2021-03-15 00:00:00,1.21,134,8,0,7,17,7,24,0,0,0,0
warmińsko-mazurskie,bartoszycki,t2801,2021-03-15 00:00:00,0,736,72,0,0,10,0,10,2,0,0,0
śląskie,będziński,t2401,2021-03-15 00:00:00,3.18,1221,58,5,47,95,48,148,3,0,0,0
łódzkie,bełchatowski,t1001,2021-03-15 00:00:00,0.8,650,22,1,9,42,14,57,0,0,0,0
lubelskie,Biała Podlaska,t0661,2021-03-15 00:00:00,0.52,242,18,0,3,23,3,26,0,0,0,0
mazowieckie,białobrzeski,t1401,2021-03-15 00:00:00,3.6,505,8,1,12,45,16,62,0,0,0,0
zachodniopomorskie,białogardzki,t3201,2021-03-15 00:00:00,1.48,172,8,3,7,34,7,44,4,0,0,0
podlaskie,białostocki,t2002,2021-03-15 00:00:00,2.79,666,56,1,42,79,44,124,2,0,0,0
lubelskie,bialski,t0601,2021-03-15 00:00:00,1.36,475,17,0,15,32,17,49,0,0,0,0
podlaskie,Białystok,t2061,2021-03-15 00:00:00,1.78,1145,110,1,53,154,57,212,1,0,0,0
podlaskie,bielski,t2003,2021-03-15 00:00:00,2.03,256,4,0,11,25,11,36,0,0,0,0
śląskie,bielski,t2402,2021-03-15 00:00:00,6.5,2554,121,5,108,135,114,254,5,0,0,0
śląskie,Bielsko-Biała,t2461,2021-03-15 00:00:00,6.22,1823,100,5,106,156,110,271,1,0,0,0
śląskie,bieruńsko-lędziński,t2414,2021-03-15 00:00:00,0.33,407,10,0,2,38,4,42,0,0,0,0
podkarpackie,bieszczadzki,t1801,2021-03-15 00:00:00,5.56,262,8,0,12,30,12,42,0,0,0,0
lubelskie,biłgorajski,t0602,2021-03-15 00:00:00,0.1,755,22,0,1,25,3,28,0,0,0,0
małopolskie,bocheński,t1201,2021-03-15 00:00:00,1.31,689,34,1,14,102,16,119,0,0,0,0
dolnośląskie,bolesławiecki,t0201,2021-03-15 00:00:00,0.33,193,13,0,3,31,3,34,0,0,0,0
warmińsko-mazurskie,braniewski,t2802,2021-03-15 00:00:00,4.15,358,9,1,17,35,17,53,0,0,0,0
kujawsko-pomorskie,brodnicki,t0402,2021-03-15 00:00:00,1.01,407,19,2,8,36,9,47,2,0,0,0
małopolskie,brzeski,t1202,2021-03-15 00:00:00,0.86,654,25,1,8,99,10,110,0,0,0,0
opolskie,brzeski,t1601,2021-03-15 00:00:00,0.67,317,3,3,6,31,10,44,2,0,0,0
łódzkie,brzeziński,t1021,2021-03-15 00:00:00,0.32,312,5,1,1,17,1,19,0,0,0,0
podkarpackie,brzozowski,t1802,2021-03-15 00:00:00,0.92,529,16,0,6,32,7,39,1,0,0,0
świętokrzyskie,buski,t2601,2021-03-15 00:00:00,2.38,446,11,6,17,34,23,63,4,0,0,0
kujawsko-pomorskie,bydgoski,t0403,2021-03-15 00:00:00,3.43,1127,54,3,41,152,51,206,12,0,0,0
kujawsko-pomorskie,Bydgoszcz,t0461,2021-03-15 00:00:00,4.44,2622,180,13,154,397,201,611,46,0,0,0
śląskie,Bytom,t2462,2021-03-15 00:00:00,2.19,842,59,5,36,84,37,126,0,0,0,0
pomorskie,bytowski,t2201,2021-03-15 00:00:00,2.91,295,13,3,23,81,24,108,0,0,0,0
Cały kraj,Cały kraj,t0000,2021-03-15 00:00:00,2.84,280008,14496,933,10896,28998,12441,42372,680,28,5,23
lubelskie,Chełm,t0662,2021-03-15 00:00:00,0.32,366,12,0,2,20,2,22,0,0,0,0
kujawsko-pomorskie,chełmiński,t0404,2021-03-15 00:00:00,2.32,481,18,1,12,63,16,80,3,0,0,0
lubelskie,chełmski,t0603,2021-03-15 00:00:00,0.51,330,4,0,4,31,5,36,0,0,0,0
wielkopolskie,chodzieski,t3001,2021-03-15 00:00:00,1.92,144,9,1,9,19,9,29,0,0,0,0
pomorskie,chojnicki,t2202,2021-03-15 00:00:00,1.13,458,31,0,11,25,12,37,0,0,0,0
śląskie,Chorzów,t2463,2021-03-15 00:00:00,2.89,502,32,4,31,74,35,113,1,0,0,0
